2026/02/11 22:19:09 [INFO] SERVER_START: Crypto App started - Success: true | Details: map[args:[./crypto-cli server --address :5555 --output ./received --keyfile /home/aleksa/Desktop/ZastitaInformacijaProjekat/test.key] version:1.0.0 working_dir:/home/aleksa/Desktop/ZastitaInformacijaProjekat]
2026/02/11 22:19:09 [INFO] SERVER_START: Crypto App started - Success: true | Details: map[args:[./crypto-cli server --address :5555 --output ./received --keyfile /home/aleksa/Desktop/ZastitaInformacijaProjekat/test.key] version:1.0.0 working_dir:/home/aleksa/Desktop/ZastitaInformacijaProjekat]
2026/02/11 22:19:09 [INFO] CLI_COMMAND: Executing command: server - Success: true | Details: map[arg_count:8 full_command:./crypto-cli server --address :5555 --output ./received --keyfile /home/aleksa/Desktop/ZastitaInformacijaProjekat/test.key]
2026/02/11 22:19:09 [INFO] CLI_COMMAND: Executing command: server - Success: true | Details: map[arg_count:8 full_command:./crypto-cli server --address :5555 --output ./received --keyfile /home/aleksa/Desktop/ZastitaInformacijaProjekat/test.key]
2026/02/11 22:19:09 [INFO] SERVER_START: TCP Server started via CLI - Success: true | Details: map[address::5555 key_size:128 keyfile:/home/aleksa/Desktop/ZastitaInformacijaProjekat/test.key output_dir:./received]
2026/02/11 22:19:09 [INFO] SERVER_START: TCP Server started via CLI - Success: true | Details: map[address::5555 key_size:128 keyfile:/home/aleksa/Desktop/ZastitaInformacijaProjekat/test.key output_dir:./received]
2026/02/11 22:19:09 [ERROR] SERVER_START: Failed to start TCP listener - Success: false | Details: map[address::5555 error:listen tcp :5555: bind: address already in use]
2026/02/11 22:19:09 [ERROR] SERVER_START: Failed to start TCP listener - Success: false | Details: map[address::5555 error:listen tcp :5555: bind: address already in use]
2026/02/11 22:19:09 [ERROR] TCP_SERVER: Failed to start server - Success: false | Details: map[address::5555 error:failed to start listener: listen tcp :5555: bind: address already in use]
2026/02/11 22:19:09 [ERROR] TCP_SERVER: Failed to start server - Success: false | Details: map[address::5555 error:failed to start listener: listen tcp :5555: bind: address already in use]
2026/02/11 22:23:51 [INFO] SERVER_START: Crypto App started - Success: true | Details: map[args:[./crypto-cli server --address :5555 --output ./received --keyfile /home/aleksa/Desktop/ZastitaInformacijaProjekat/test.key] version:1.0.0 working_dir:/home/aleksa/Desktop/ZastitaInformacijaProjekat]
2026/02/11 22:23:51 [INFO] SERVER_START: Crypto App started - Success: true | Details: map[args:[./crypto-cli server --address :5555 --output ./received --keyfile /home/aleksa/Desktop/ZastitaInformacijaProjekat/test.key] version:1.0.0 working_dir:/home/aleksa/Desktop/ZastitaInformacijaProjekat]
2026/02/11 22:23:51 [INFO] CLI_COMMAND: Executing command: server - Success: true | Details: map[arg_count:8 full_command:./crypto-cli server --address :5555 --output ./received --keyfile /home/aleksa/Desktop/ZastitaInformacijaProjekat/test.key]
2026/02/11 22:23:51 [INFO] CLI_COMMAND: Executing command: server - Success: true | Details: map[arg_count:8 full_command:./crypto-cli server --address :5555 --output ./received --keyfile /home/aleksa/Desktop/ZastitaInformacijaProjekat/test.key]
2026/02/11 22:23:51 [INFO] SERVER_START: TCP Server started via CLI - Success: true | Details: map[address::5555 key_size:128 keyfile:/home/aleksa/Desktop/ZastitaInformacijaProjekat/test.key output_dir:./received]
2026/02/11 22:23:51 [INFO] SERVER_START: TCP Server started via CLI - Success: true | Details: map[address::5555 key_size:128 keyfile:/home/aleksa/Desktop/ZastitaInformacijaProjekat/test.key output_dir:./received]
2026/02/11 22:23:51 [INFO] SERVER_START: TCP Server started successfully - Success: true | Details: map[address::5555 output_dir:./received]
2026/02/11 22:23:51 [INFO] SERVER_START: TCP Server started successfully - Success: true | Details: map[address::5555 output_dir:./received]
2026/02/11 22:23:51 [INFO] SERVER_START: Server accept loop started - Success: true | Details: map[address::5555]
2026/02/11 22:23:51 [INFO] SERVER_START: Server accept loop started - Success: true | Details: map[address::5555]
2026/02/11 22:26:50 [INFO] SERVER_STOP: TCP Server stopped by user - Success: true | Details: map[address::5555]
2026/02/11 22:26:50 [INFO] SERVER_STOP: TCP Server stopped by user - Success: true | Details: map[address::5555]
2026/02/11 22:26:50 [INFO] SERVER_STOP: TCP Server stopped - Success: true | Details: map[address::5555]
2026/02/11 22:26:50 [INFO] SERVER_STOP: TCP Server stopped - Success: true | Details: map[address::5555]
2026/02/11 22:28:35 [INFO] SERVER_START: Crypto App started - Success: true | Details: map[args:[./crypto-cli server --address :8080 --output ./received --keyfile /home/aleksa/Desktop/ZastitaInformacijaProjekat/test.key] version:1.0.0 working_dir:/home/aleksa/Desktop/ZastitaInformacijaProjekat]
2026/02/11 22:28:35 [INFO] SERVER_START: Crypto App started - Success: true | Details: map[args:[./crypto-cli server --address :8080 --output ./received --keyfile /home/aleksa/Desktop/ZastitaInformacijaProjekat/test.key] version:1.0.0 working_dir:/home/aleksa/Desktop/ZastitaInformacijaProjekat]
2026/02/11 22:28:35 [INFO] CLI_COMMAND: Executing command: server - Success: true | Details: map[arg_count:8 full_command:./crypto-cli server --address :8080 --output ./received --keyfile /home/aleksa/Desktop/ZastitaInformacijaProjekat/test.key]
2026/02/11 22:28:35 [INFO] CLI_COMMAND: Executing command: server - Success: true | Details: map[arg_count:8 full_command:./crypto-cli server --address :8080 --output ./received --keyfile /home/aleksa/Desktop/ZastitaInformacijaProjekat/test.key]
2026/02/11 22:28:35 [INFO] SERVER_START: TCP Server started via CLI - Success: true | Details: map[address::8080 key_size:128 keyfile:/home/aleksa/Desktop/ZastitaInformacijaProjekat/test.key output_dir:./received]
2026/02/11 22:28:35 [INFO] SERVER_START: TCP Server started via CLI - Success: true | Details: map[address::8080 key_size:128 keyfile:/home/aleksa/Desktop/ZastitaInformacijaProjekat/test.key output_dir:./received]
2026/02/11 22:28:35 [INFO] SERVER_START: TCP Server started successfully - Success: true | Details: map[address::8080 output_dir:./received]
2026/02/11 22:28:35 [INFO] SERVER_START: TCP Server started successfully - Success: true | Details: map[address::8080 output_dir:./received]
2026/02/11 22:28:35 [INFO] SERVER_START: Server accept loop started - Success: true | Details: map[address::8080]
2026/02/11 22:28:35 [INFO] SERVER_START: Server accept loop started - Success: true | Details: map[address::8080]
2026/02/11 22:28:48 [INFO] SERVER_STOP: TCP Server stopped by user - Success: true | Details: map[address::8080]
2026/02/11 22:28:48 [INFO] SERVER_STOP: TCP Server stopped by user - Success: true | Details: map[address::8080]
2026/02/11 22:28:48 [INFO] SERVER_STOP: TCP Server stopped - Success: true | Details: map[address::8080]
2026/02/11 22:28:48 [INFO] SERVER_STOP: TCP Server stopped - Success: true | Details: map[address::8080]
2026/02/11 22:31:10 [INFO] SERVER_START: Crypto App started - Success: true | Details: map[args:[./crypto-cli server --address :5555 --output ./received --keyfile /home/aleksa/Desktop/ZastitaInformacijaProjekat/test.key] version:1.0.0 working_dir:/home/aleksa/Desktop/ZastitaInformacijaProjekat]
2026/02/11 22:31:10 [INFO] SERVER_START: Crypto App started - Success: true | Details: map[args:[./crypto-cli server --address :5555 --output ./received --keyfile /home/aleksa/Desktop/ZastitaInformacijaProjekat/test.key] version:1.0.0 working_dir:/home/aleksa/Desktop/ZastitaInformacijaProjekat]
2026/02/11 22:31:10 [INFO] CLI_COMMAND: Executing command: server - Success: true | Details: map[arg_count:8 full_command:./crypto-cli server --address :5555 --output ./received --keyfile /home/aleksa/Desktop/ZastitaInformacijaProjekat/test.key]
2026/02/11 22:31:10 [INFO] CLI_COMMAND: Executing command: server - Success: true | Details: map[arg_count:8 full_command:./crypto-cli server --address :5555 --output ./received --keyfile /home/aleksa/Desktop/ZastitaInformacijaProjekat/test.key]
2026/02/11 22:31:10 [INFO] SERVER_START: TCP Server started via CLI - Success: true | Details: map[address::5555 key_size:128 keyfile:/home/aleksa/Desktop/ZastitaInformacijaProjekat/test.key output_dir:./received]
2026/02/11 22:31:10 [INFO] SERVER_START: TCP Server started via CLI - Success: true | Details: map[address::5555 key_size:128 keyfile:/home/aleksa/Desktop/ZastitaInformacijaProjekat/test.key output_dir:./received]
